development server only. no energy number from this machine means anything.
model models/Qwen3-1.7B-BF16.gguf
ctx   3072  (config.CTX_SIZE is 3072)
flags --n-gpu-layers 999 --parallel 1 --no-context-shift --no-mmap --no-cont-batching
0.00.083.827 W DEPRECATED: --mmap and --no-mmap are deprecated. use --load-mode mmap instead
0.00.083.990 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.084.723 W srv  llama_server: -----------------
0.00.084.724 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.084.724 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.084.725 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.084.725 W srv  llama_server: -----------------
0.00.086.185 I srv    load_model: loading model 'models/Qwen3-1.7B-BF16.gguf'
0.00.280.154 W load: control-looking token: 128247 '</s>' was not control-type; this is probably a bug in the model. its type will be overridden
0.02.414.293 I cmn          init: llama threadpool init, n_threads = 8
0.02.476.643 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 3072, kv_unified = 'false'
0.02.483.404 I srv  llama_server: model loaded
0.02.483.419 I srv  llama_server: listening on http://127.0.0.1:8080
0.02.483.420 W srv  llama_server: NOTICE: server default port will be changed to :9931 in a future release
0.02.483.420 W srv  llama_server:         ref: https://github.com/ggml-org/llama.cpp/pull/26508
7.34.746.879 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
8696.19.739.967 I slot print_timing: id  0 | task 141128 | prompt eval time =     105.11 ms /   168 tokens (    0.63 ms per token,  1598.33 tokens per second)
8696.19.739.969 I slot print_timing: id  0 | task 141128 |        eval time =     416.22 ms /    28 tokens (   15.42 ms per token,    64.87 tokens per second)
8696.19.739.970 I slot print_timing: id  0 | task 141128 |       total time =     521.33 ms /   196 tokens
8696.19.739.970 I slot print_timing: id  0 | task 141128 |    graphs reused =     137244
8696.19.739.988 I slot      release: id  0 | task 141128 | stop processing: n_tokens = 195, truncated = 0
8696.19.741.051 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8107009989798
8696.19.742.776 I slot launch_slot_: id  0 | task 141157 | processing task, is_child = 0
8696.21.254.498 I slot print_timing: id  0 | task 141157 | prompt eval time =     121.92 ms /   202 tokens (    0.60 ms per token,  1656.82 tokens per second)
8696.21.254.500 I slot print_timing: id  0 | task 141157 |        eval time =    1389.80 ms /    91 tokens (   15.44 ms per token,    64.76 tokens per second)
8696.21.254.501 I slot print_timing: id  0 | task 141157 |       total time =    1511.72 ms /   293 tokens
8696.21.254.501 I slot print_timing: id  0 | task 141157 |    graphs reused =     137332
8696.21.254.516 I slot      release: id  0 | task 141157 | stop processing: n_tokens = 292, truncated = 0
8696.21.255.646 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.926 (> 0.100 thold), f_keep = 0.640
8696.21.255.656 I slot launch_slot_: id  0 | task 141249 | processing task, is_child = 0
8696.22.427.660 I slot print_timing: id  0 | task 141249 | prompt eval time =     122.26 ms /   202 tokens (    0.61 ms per token,  1652.24 tokens per second)
8696.22.427.662 I slot print_timing: id  0 | task 141249 |        eval time =    1049.74 ms /    69 tokens (   15.44 ms per token,    64.78 tokens per second)
8696.22.427.662 I slot print_timing: id  0 | task 141249 |       total time =    1172.00 ms /   271 tokens
8696.22.427.663 I slot print_timing: id  0 | task 141249 |    graphs reused =     137398
8696.22.427.678 I slot      release: id  0 | task 141249 | stop processing: n_tokens = 270, truncated = 0
8696.22.428.930 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8107012677487
8696.22.430.965 I slot launch_slot_: id  0 | task 141319 | processing task, is_child = 0
8696.24.364.384 I slot print_timing: id  0 | task 141319 | prompt eval time =     220.90 ms /   385 tokens (    0.57 ms per token,  1742.88 tokens per second)
8696.24.364.386 I slot print_timing: id  0 | task 141319 |        eval time =    1712.51 ms /   111 tokens (   15.57 ms per token,    64.23 tokens per second)
8696.24.364.386 I slot print_timing: id  0 | task 141319 |       total time =    1933.41 ms /   496 tokens
8696.24.364.387 I slot print_timing: id  0 | task 141319 |    graphs reused =     137507
8696.24.364.408 I slot      release: id  0 | task 141319 | stop processing: n_tokens = 495, truncated = 0
8696.24.365.568 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8107014614218
8696.24.365.597 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 50.756 MiB)
8696.24.371.267 I slot launch_slot_: id  0 | task 141431 | processing task, is_child = 0
8696.24.924.478 I slot print_timing: id  0 | task 141431 | prompt eval time =     105.48 ms /   171 tokens (    0.62 ms per token,  1621.16 tokens per second)
8696.24.924.480 I slot print_timing: id  0 | task 141431 |        eval time =     447.73 ms /    30 tokens (   15.44 ms per token,    64.77 tokens per second)
8696.24.924.481 I slot print_timing: id  0 | task 141431 |       total time =     553.21 ms /   201 tokens
8696.24.924.481 I slot print_timing: id  0 | task 141431 |    graphs reused =     137535
8696.24.924.502 I slot      release: id  0 | task 141431 | stop processing: n_tokens = 200, truncated = 0
8696.24.925.630 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8107015174312
8696.24.929.691 I slot launch_slot_: id  0 | task 141462 | processing task, is_child = 0
8696.28.051.630 I slot print_timing: id  0 | task 141462 | n_gen =    195, tg =  64.65 t/s, tg_3s =  64.98 t/s
8696.28.113.476 I slot print_timing: id  0 | task 141462 | prompt eval time =     121.09 ms /   206 tokens (    0.59 ms per token,  1701.23 tokens per second)
8696.28.113.478 I slot print_timing: id  0 | task 141462 |        eval time =    3062.69 ms /   199 tokens (   15.47 ms per token,    64.65 tokens per second)
8696.28.113.478 I slot print_timing: id  0 | task 141462 |       total time =    3183.78 ms /   405 tokens
8696.28.113.479 I slot print_timing: id  0 | task 141462 |    graphs reused =     137731
8696.28.113.494 I slot      release: id  0 | task 141462 | stop processing: n_tokens = 404, truncated = 0
8696.28.114.653 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.917 (> 0.100 thold), f_keep = 0.468
8696.28.115.842 I slot launch_slot_: id  0 | task 141662 | processing task, is_child = 0
8696.31.245.044 I slot print_timing: id  0 | task 141662 | n_gen =    195, tg =  64.51 t/s, tg_3s =  64.85 t/s
8696.32.090.140 I slot print_timing: id  0 | task 141662 | prompt eval time =     122.14 ms /   206 tokens (    0.59 ms per token,  1686.58 tokens per second)
8696.32.090.144 I slot print_timing: id  0 | task 141662 |        eval time =    3852.15 ms /   249 tokens (   15.53 ms per token,    64.38 tokens per second)
8696.32.090.144 I slot print_timing: id  0 | task 141662 |       total time =    3974.29 ms /   455 tokens
8696.32.090.144 I slot print_timing: id  0 | task 141662 |    graphs reused =     137977
8696.32.090.162 I slot      release: id  0 | task 141662 | stop processing: n_tokens = 454, truncated = 0
8696.32.091.637 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8107022339971
8696.32.091.672 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 74.602 MiB)
8696.32.099.801 I slot launch_slot_: id  0 | task 141912 | processing task, is_child = 0
8696.35.484.354 I slot print_timing: id  0 | task 141912 | n_gen =    192, tg =  63.58 t/s, tg_3s =  63.91 t/s
8696.36.700.753 I slot print_timing: id  0 | task 141912 | prompt eval time =     380.31 ms /   678 tokens (    0.56 ms per token,  1782.77 tokens per second)
8696.36.700.756 I slot print_timing: id  0 | task 141912 |        eval time =    4220.63 ms /   269 tokens (   15.75 ms per token,    63.50 tokens per second)
8696.36.700.756 I slot print_timing: id  0 | task 141912 |       total time =    4600.94 ms /   947 tokens
8696.36.700.756 I slot print_timing: id  0 | task 141912 |    graphs reused =     138243
8696.36.700.781 I slot      release: id  0 | task 141912 | stop processing: n_tokens = 946, truncated = 0
8696.36.702.002 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8107026950590
8696.36.702.043 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 34.676 MiB)
8696.36.702.063 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 33.473 MiB)
8696.36.994.053 I slot launch_slot_: id  0 | task 142182 | processing task, is_child = 0
8696.37.824.035 I slot print_timing: id  0 | task 142182 | prompt eval time =     118.97 ms /   177 tokens (    0.67 ms per token,  1487.83 tokens per second)
8696.37.824.039 I slot print_timing: id  0 | task 142182 |        eval time =     711.00 ms /    47 tokens (   15.46 ms per token,    64.70 tokens per second)
8696.37.824.040 I slot print_timing: id  0 | task 142182 |       total time =     829.97 ms /   224 tokens
8696.37.824.040 I slot print_timing: id  0 | task 142182 |    graphs reused =     138288
8696.37.824.059 I slot      release: id  0 | task 142182 | stop processing: n_tokens = 223, truncated = 0
8696.37.825.388 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8107028073868
8696.37.827.568 I slot launch_slot_: id  0 | task 142230 | processing task, is_child = 0
8696.39.235.657 I slot print_timing: id  0 | task 142230 | prompt eval time =     122.21 ms /   211 tokens (    0.58 ms per token,  1726.48 tokens per second)
8696.39.235.659 I slot print_timing: id  0 | task 142230 |        eval time =    1285.87 ms /    84 tokens (   15.49 ms per token,    64.55 tokens per second)
8696.39.235.659 I slot print_timing: id  0 | task 142230 |       total time =    1408.08 ms /   295 tokens
8696.39.235.660 I slot print_timing: id  0 | task 142230 |    graphs reused =     138369
8696.39.235.675 I slot      release: id  0 | task 142230 | stop processing: n_tokens = 294, truncated = 0
8696.39.237.179 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.830 (> 0.100 thold), f_keep = 0.650
8696.39.237.197 I slot launch_slot_: id  0 | task 142315 | processing task, is_child = 0
8696.41.355.830 I slot print_timing: id  0 | task 142315 | prompt eval time =     138.19 ms /   230 tokens (    0.60 ms per token,  1664.41 tokens per second)
8696.41.355.833 I slot print_timing: id  0 | task 142315 |        eval time =    1980.44 ms /   129 tokens (   15.47 ms per token,    64.63 tokens per second)
8696.41.355.833 I slot print_timing: id  0 | task 142315 |       total time =    2118.63 ms /   359 tokens
8696.41.355.834 I slot print_timing: id  0 | task 142315 |    graphs reused =     138495
8696.41.355.849 I slot      release: id  0 | task 142315 | stop processing: n_tokens = 358, truncated = 0
8696.41.357.284 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8107031605659
8696.41.361.394 I slot launch_slot_: id  0 | task 142445 | processing task, is_child = 0
8696.44.626.357 I slot print_timing: id  0 | task 142445 | n_gen =    193, tg =  63.79 t/s, tg_3s =  64.12 t/s
8696.45.190.812 I slot print_timing: id  0 | task 142445 | prompt eval time =     255.20 ms /   466 tokens (    0.55 ms per token,  1826.01 tokens per second)
8696.45.190.813 I slot print_timing: id  0 | task 142445 |        eval time =    3574.21 ms /   229 tokens (   15.68 ms per token,    63.79 tokens per second)
8696.45.190.814 I slot print_timing: id  0 | task 142445 |       total time =    3829.41 ms /   695 tokens
8696.45.190.814 I slot print_timing: id  0 | task 142445 |    graphs reused =     138721
8696.45.190.835 I slot      release: id  0 | task 142445 | stop processing: n_tokens = 694, truncated = 0
8696.45.191.973 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8107035440645
8696.45.192.008 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 34.895 MiB)
8696.45.192.013 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 26.910 MiB)
8696.45.192.023 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 39.708 MiB)
8696.45.205.071 I slot launch_slot_: id  0 | task 142675 | processing task, is_child = 0
8696.45.772.513 I slot print_timing: id  0 | task 142675 | prompt eval time =      89.69 ms /   145 tokens (    0.62 ms per token,  1616.68 tokens per second)
8696.45.772.516 I slot print_timing: id  0 | task 142675 |        eval time =     477.74 ms /    32 tokens (   15.41 ms per token,    64.89 tokens per second)
8696.45.772.516 I slot print_timing: id  0 | task 142675 |       total time =     567.43 ms /   177 tokens
8696.45.772.516 I slot print_timing: id  0 | task 142675 |    graphs reused =     138751
8696.45.772.543 I slot      release: id  0 | task 142675 | stop processing: n_tokens = 176, truncated = 0
8696.45.773.851 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8107036022353
8696.45.776.317 I slot launch_slot_: id  0 | task 142708 | processing task, is_child = 0
8696.47.237.744 I slot print_timing: id  0 | task 142708 | prompt eval time =     105.90 ms /   180 tokens (    0.59 ms per token,  1699.73 tokens per second)
8696.47.237.746 I slot print_timing: id  0 | task 142708 |        eval time =    1355.52 ms /    88 tokens (   15.58 ms per token,    64.18 tokens per second)
8696.47.237.746 I slot print_timing: id  0 | task 142708 |       total time =    1461.42 ms /   268 tokens
8696.47.237.746 I slot print_timing: id  0 | task 142708 |    graphs reused =     138836
8696.47.237.765 I slot      release: id  0 | task 142708 | stop processing: n_tokens = 267, truncated = 0
8696.47.238.955 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.874 (> 0.100 thold), f_keep = 0.596
8696.47.238.968 I slot launch_slot_: id  0 | task 142797 | processing task, is_child = 0
8696.48.534.014 I slot print_timing: id  0 | task 142797 | prompt eval time =     106.10 ms /   182 tokens (    0.58 ms per token,  1715.41 tokens per second)
8696.48.534.016 I slot print_timing: id  0 | task 142797 |        eval time =    1188.94 ms /    78 tokens (   15.44 ms per token,    64.76 tokens per second)
8696.48.534.017 I slot print_timing: id  0 | task 142797 |       total time =    1295.04 ms /   260 tokens
8696.48.534.017 I slot print_timing: id  0 | task 142797 |    graphs reused =     138911
8696.48.534.031 I slot      release: id  0 | task 142797 | stop processing: n_tokens = 259, truncated = 0
8696.48.535.285 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8107038783842
8696.48.536.615 I slot launch_slot_: id  0 | task 142876 | processing task, is_child = 0
8696.48.897.647 I slot print_timing: id  0 | task 142876 | prompt eval time =     205.17 ms /   372 tokens (    0.55 ms per token,  1813.15 tokens per second)
8696.48.897.649 I slot print_timing: id  0 | task 142876 |        eval time =     155.86 ms /    11 tokens (   15.59 ms per token,    64.16 tokens per second)
8696.48.897.650 I slot print_timing: id  0 | task 142876 |       total time =     361.03 ms /   383 tokens
8696.48.897.650 I slot print_timing: id  0 | task 142876 |    graphs reused =     138920
8696.48.897.669 I slot      release: id  0 | task 142876 | stop processing: n_tokens = 382, truncated = 0
8696.48.898.845 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8107039147479
8696.48.901.109 I slot launch_slot_: id  0 | task 142888 | processing task, is_child = 0
8696.49.409.260 I slot print_timing: id  0 | task 142888 | prompt eval time =     104.69 ms /   164 tokens (    0.64 ms per token,  1566.51 tokens per second)
8696.49.409.263 I slot print_timing: id  0 | task 142888 |        eval time =     403.45 ms /    27 tokens (   15.52 ms per token,    64.44 tokens per second)
8696.49.409.268 I slot print_timing: id  0 | task 142888 |       total time =     508.15 ms /   191 tokens
8696.49.409.269 I slot print_timing: id  0 | task 142888 |    graphs reused =     138945
8696.49.409.299 I slot      release: id  0 | task 142888 | stop processing: n_tokens = 190, truncated = 0
8696.49.410.432 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8107039659108
8696.49.414.098 I slot launch_slot_: id  0 | task 142916 | processing task, is_child = 0
8696.49.922.024 I slot print_timing: id  0 | task 142916 | prompt eval time =     121.66 ms /   196 tokens (    0.62 ms per token,  1611.09 tokens per second)
8696.49.922.026 I slot print_timing: id  0 | task 142916 |        eval time =     386.26 ms /    26 tokens (   15.45 ms per token,    64.72 tokens per second)
8696.49.922.027 I slot print_timing: id  0 | task 142916 |       total time =     507.92 ms /   222 tokens
8696.49.922.027 I slot print_timing: id  0 | task 142916 |    graphs reused =     138969
8696.49.922.042 I slot      release: id  0 | task 142916 | stop processing: n_tokens = 221, truncated = 0
8696.49.924.773 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.910 (> 0.100 thold), f_keep = 0.819
